id,name,flavors,race,positive_effects,negative_effects,medical_uses,Rating,Description
1136,Kaboom,"['Pine', 'Earthy', 'Lemon']",sativa,"['Happy', 'Energetic', 'Talkative', 'Uplifted', 'Focused', 'Creative', 'Euphoric']","['Dizzy', 'Dry Mouth', 'Paranoid', 'Dry Eyes']","['Depression', 'Pain', 'Stress', 'Nausea', 'Headache', 'Fatigue']",4.5,Kaboom is a cross that combines Jack's Cleaner genetics with those of Vortex. This sativa-dominant strain gives you an energetic head buzz that provides a spark of creativity and lifts the mood. Medical patients enjoy Kaboom's ability to relieve pain while maintaining daily functions.
1137,Kahuna,"['Orange', 'Pineapple', 'Pungent', 'Sweet', 'Tropical']",indica,"['Relaxed', 'Euphoric', 'Creative', 'Uplifted', 'Focused']","['Dry Mouth', 'Dry Eyes']","['Depression', 'Insomnia', 'Pain', 'Stress', 'Fatigue']",4.2,"Kahuna is a 4-way cross between Super Skunk, Big Skunk Korean, Jack Herer, and Afghan Hawaiian that brings together a wide set of influences for a complex high. The Kahuna variety has both tropical influences in its parentage and spiritually attuning effects when used."
1138,Kaia Kush,"['Spicy/Herbal', 'Earthy', 'Flowery', 'Lemon', 'Sweet', 'Pungent']",hybrid,"['Relaxed', 'Happy', 'Creative', 'Energetic', 'Uplifted', 'Euphoric', 'Tingly']","['Dry Mouth', 'Dry Eyes']","['Depression', 'Stress', 'Lack of Appetite', 'Nausea', 'Headaches']",4.7,"Created by Apothecary Genetics, Kaia Kush is a 60% sativa cross between Super Silver Haze and OG Kush. This earthy, spicy hybrid is perfect for daytime consumption, with creative and relaxing effects that won’t impede your productivity. Kaia Kush’s full onset can be slow, but be patient while dosing: once effects kick in, they tend to stick around for a long time. Pain, appetite loss, depression, and fatigue are flushed away without that feeling of being overly medicated. This first place champion of the 2007 Amsterdam High Times Cannabis Cup is suitable for outdoor grows as well as indoor gardens, with a flowering time of 9 to 10 weeks."
1139,Kalalau Kush,"['Earthy', 'Mango', 'Pineapple', 'Sweet', 'Tropical']",hybrid,"['Euphoric', 'Happy', 'Energetic', 'Tingly', 'Aroused', 'Uplifted', 'Creative']",[],[],5.0,"Kalalau Kush is a stimulating sativa-dominant hybrid named for the beautiful Kalalau Valley on the garden island of Kaua’i. This flower smells of guava with herbaceous undertones. The flavor is tropical, exhibiting hints of mango and musky spice. Kalalau Kush offers consumers potent cerebral energy and vigorous physical stimulation. It is ideal for outdoor activity and for patients combating depression and lethargy. This strain is produced by Pua Mana 1st Hawaiian Pakalōlō Seed Bank.  "
1140,Kalashnikova,"['Sweet', 'Flowery', 'Earthy', 'Citrus']",hybrid,"['Euphoric', 'Happy', 'Talkative', 'Uplifted', 'Focused', 'Relaxed', 'Energetic', 'Hungry', 'Sleepy']",['Dry Mouth'],"['Depression', 'Insomnia', 'Pain', 'Stress', 'Headache', 'Fatigue']",4.3,"Kalashnikova is Green House Seeds’ hybrid of AK-47 and White Widow. It produces strong, long-lasting indica effects while maintaining a clear train of thought. Kalashnikova’s aroma is a mixture of lemon, mango, and sweet honey. With flavors of spiced hash and earthy musk, Kalashnikova ushers in full body relaxation while stimulating creativity, and allows you maintain an outgoing nature in social settings."
1142,Kali 47,"['Sweet', 'Vanilla']",sativa,"['Euphoric', 'Happy', 'Creative', 'Energetic', 'Uplifted']",[],"['Depression', 'Fatigue', 'Headaches', 'Inflammation', 'Muscle Spasms']",5.0,"Kali 47 is a mostly sativa strain that is characterized by sweet fruity flavors with hints of caramel. For many patients, Kali 47 may relieve an array of symptoms including depression, pain, and stress. A cross between Kali Mist and AK-47, Kali 47 delivers happy euphoric effects that allow the mind to stay agile while relaxing the body. This sativa is easy to grow, making it an ideal choice for novice cultivators. "
1143,Kali China,"['Earthy', 'Mango', 'Minty', 'Spicy/Herbal', 'Pepper']",indica,"['Relaxed', 'Euphoric', 'Happy', 'Creative', 'Sleepy', 'Talkative']",[],"['Depression', 'Insomnia', 'Pain', 'Stress', 'Nausea']",4.2,"Kali China, bred by Ace Seeds, is a 75% indica strain that combines an uplifting Kali Mist with the potent China Yunnan. This strain inherits stimulating and engaging effects from its sativa parent along with a short flowering time from the China Yunnan indica. Aromas of sweet mango intermix with earthy notes of hash and spice in an intricate flavor profile. Kali China’s effects command relaxation, but leave the mind nimble enough for conversation and focus. When grown indoors, Kali China finishes flowering after 45 to 55 days while outdoor gardens complete their bloom during the September-October transition. "
1144,Kali Dog,"['Citrus', 'Earthy', 'Lemon', 'Diesel']",hybrid,"['Relaxed', 'Happy', 'Energetic', 'Uplifted', 'Sleepy', 'Focused']",['Dry Eyes'],"['Pain', 'Stress', 'Lack of Appetite', 'Headaches', 'Eye Pressure']",4.8,"This OG Kush and Sour Diesel hybrid from Royal Queen Seeds is a powerful strain that has an overwhelming aroma of lemons and diesel fuel. Kali Dog is a sativa-dominant cross but a heavy influence from the indica genetics gives this strain a balanced effect that is described as uplifting, relaxing, and cerebral."
1145,Kali Mist,"['Earthy', 'Citrus', 'Sweet', 'Woody']",sativa,"['Happy', 'Creative', 'Energetic', 'Uplifted', 'Focused', 'Euphoric']","['Dry Mouth', 'Paranoid', 'Dry Eyes', 'Anxious']","['Depression', 'Pain', 'Stress', 'Headache', 'Fatigue', 'Muscle Spasms']",4.1,"Kali Mist is known to deliver clear-headed, energetic effects that can verge on psychedelic at times. Despite having an unknown genetic history, Kali Mist is believed to have originated in the 1990s through crossing two sativa-dominant hybrids. This lightweight sativa is a perfect choice for consumers looking to maintain focus and productivity throughout their day."
1146,Kandahar,"['Earthy', 'Apricot', 'Honey', 'Spicy/Herbal']",indica,"['Relaxed', 'Euphoric', 'Sleepy', 'Giggly', 'Uplifted']","['Dizzy', 'Dry Mouth']","['Depression', 'Insomnia', 'Pain', 'Stress']",4.7,"Kandahar, named after the homeland of its ancestor, is a 90% indica strain bred by the Ministry of Cannabis. Its Afghani parent, grown near the city of Kandahar, was crossed with an unknown Afghan Skunk hybrid to help lighten some of the indica intensity. The result is a powerful but functional strain that goes best with relaxing activities at home. Its aroma is a complex blend of earthy wood with nutty undertones that are only fully realized in Kandahar’s taste. Kandahar exhibits the typical indica stature: short, bushy plants with thick layers of crystal trichomes. Indoor gardens finish flowering between 8 and 9 weeks, while outdoor harvest falls at the beginning of October."
1147,Kandy Kush,"['Sweet', 'Citrus', 'Lemon']",hybrid,"['Relaxed', 'Euphoric', 'Happy', 'Creative', 'Uplifted', 'Hungry']","['Dizzy', 'Dry Mouth', 'Paranoid', 'Dry Eyes']","['Depression', 'Insomnia', 'Pain', 'Stress', 'Headache', 'Fatigue']",4.3,"Kandy Kush is a favorite of DNA Genetics’ Reserva Privada line that combines two California classics, OG Kush (thought to be the “Christopher Wallace” cut) and Trainwreck, to make a tasty indica-dominant hybrid (although sativa phenotypes displaying more of the Trainwreck structure have been noted).  Like the name suggests, the flavor is sweet like candy with a strong lemon-Kush scent.  Very popular with medicinal growers, Kandy Kush provides a potent indica high with pronounced pain relief."
1149,Karma Bitch,"['Coffee', 'Earthy', 'Tea']",hybrid,"['Relaxed', 'Happy', 'Creative', 'Uplifted', 'Focused']","['Dizzy', 'Dry Mouth', 'Dry Eyes']","['Depression', 'Pain', 'Stress', 'Lack of Appetite', 'Spasticity']",4.4,"Karma Bitch is a 50/50 hybrid cannabis strain bred by Rare Dankness using parent strains Skywalker OG and Nevil’s Wreck. It produces a well-balanced cerebral sensation with lingering notes of chocolate and coffee. Once the pistils turn a fiery orange color around 9-10 weeks, the resinous flowers will be ready for harvest."
1150,Katsu Bubba Kush,"['Pungent', 'Grape', 'Plum', 'Lime', 'Sweet', 'Minty']",indica,"['Relaxed', 'Euphoric', 'Happy', 'Tingly', 'Uplifted', 'Giggly']","['Dizzy', 'Dry Mouth']","['Depression', 'Insomnia', 'Pain', 'Stress', 'Lack of Appetite']",4.4,"Katsu Bubba Kush is a unique Bubba Kush phenotype with a deep, floral terpene profile. Representing its genetic namesake in appearance and bud structure, Katsu Bubba’s nugs are dense and resinous. This strain’s high THC content hits the consumer with powerful euphoria that cascades over the body, relaxing and weighing down extremities. Utilize Katsu Bubba Kush to help with insomnia, nausea, and minor pain. Also, anticipate strong appetite stimulation.   "
1151,Katsu Kush,"['Earthy', 'Sweet', 'Berry', 'Woody']",indica,"['Relaxed', 'Euphoric', 'Happy', 'Sleepy', 'Giggly', 'Uplifted']","['Dry Mouth', 'Paranoid', 'Dry Eyes']","['Depression', 'Insomnia', 'Pain', 'Stress', 'Headache', 'Muscle Spasms']",4.1,"Katsu Kush, or just Katsu, is an indica cannabis strain that descends from the hardy Hindu Kush landraces. This indica is named after the original breeder’s alias, and has garnered a reputation for its powerful, full-body effects that leave you blissfully stuck to the couch. Some phenotypes of Katsu Kush exhibit higher levels of CBD, so patients treating pain, inflammation, and anxiety should keep an eye out for this type. With a sweet earthy flavor, Katsu Kush offers a solution for stressful days and sleepless nights."
1153,Kelly Hill Gold,"['Earthy', 'Pepper', 'Coffee']",indica,"['Euphoric', 'Happy', 'Energetic', 'Talkative', 'Aroused']","['Dry Mouth', 'Dry Eyes']","['Pain', 'Stress', 'Cramps', 'Inflammation', 'Muscle Spasms']",5.0,"Cultivated by Joseph Arthur Botanicals in Colorado, Kelly Hill Gold is a 70/30 indica-dominant strain that crosses Acapulco Gold and Chemdawg 4. With buds that are large and full of orange pistils, this strain gives off strong earthy notes and the smell of burnt coffee. Averaging at 24.5% THC, its potent effects will send you into a relaxed and euphoric state that can help alleviate anxiety and stress."
1155,Kerala Krush,"['Mango', 'Sweet', 'Orange']",sativa,"['Relaxed', 'Hungry', 'Happy', 'Energetic', 'Focused']",[],"['Depression', 'Cramps', 'Nausea', 'Fatigue']",4.6,"Kerala Krush by Flying Dutchmen is an 85% sativa strain that unites genetics from Skunk #1 and a South Indian sativa. This uplifting sativa delivers a very smooth, clear cerebral buzz with flavors of mango fruit and warm spice. Patients may gravitate to this strain for relief of menstrual cramps and nausea. "
1156,Key Lime Pie,"['Lime', 'Sweet', 'Citrus']",hybrid,"['Relaxed', 'Euphoric', 'Happy', 'Focused', 'Uplifted', 'Sleepy', 'Creative']","['Dry Mouth', 'Dry Eyes']","['Depression', 'Pain', 'Stress', 'Fatigue', 'Headaches']",4.5,"Key Lime Pie from Burning Bush Nurseries is a gourmet phenotype of the superstar strain Girl Scout Cookies. Selected for its strong indica characteristics and heavy resin production, this dynamic hybrid boasts flavors of lime candy, mint, and spice that spark flavors of earth and chocolate when activated by heat. The buds of Key Lime Pie regularly show traces of purple hues due to the plant’s affinity towards colder temperatures. The bold indica influence produces relaxing body effects that help to relieve chronic pain and insomnia, but have been known to overwhelm those less familiar with cannabis."
1157,Khalifa Kush,"['Lemon', 'Pungent', 'Citrus', 'Earthy', 'Pine']",hybrid,"['Relaxed', 'Euphoric', 'Happy', 'Uplifted', 'Giggly', 'Creative']","['Dizzy', 'Dry Mouth', 'Dry Eyes', 'Anxious']","['Depression', 'Pain', 'Stress', 'Lack of Appetite', 'Headache', 'Headaches']",4.7,"Khalifa Kush, or Wiz Khalifa OG,  is a hybrid that was bred specifically for the rap artist Wiz Khalifa, who claims it descended from an OG strain. The ‘real’ Khalifa Kush is supposedly unavailable to the public, but those who have acquired strains under this name say that the effects and aromas are similar to that of OG Kush: sour lemon and pine, with an active cerebral buzz ideal for morning and daytime use."
1159,Khufu,"['Pungent', 'Sweet', 'Woody']",indica,"['Relaxed', 'Euphoric', 'Happy', 'Uplifted', 'Focused', 'Sleepy']","['Dry Mouth', 'Dry Eyes']","['Depression', 'Insomnia', 'Pain', 'Stress', 'Headaches']",4.2,"Khufu is an indica-dominant hybrid from The Devil’s Harvest Seed Company that combines Cheese, Afghani #1, and SFV OG genetics to excellent effect. Growers can expect extremely high yields of potent Kush-type flowers, with giant calyxes and very little leaf. The effects of Khufu will leave you wanting nothing more than to gorge on snacks while glued to your favorite chair. Patients treating pain, anxiety, nausea, and insomnia may benefit from Khufu’s therapeutic effects."
1161,Kilimanjaro,"['Earthy', 'Spicy/Herbal', 'Pepper', 'Lemon']",sativa,"['Euphoric', 'Happy', 'Creative', 'Energetic', 'Uplifted', 'Focused']","['Dizzy', 'Dry Mouth', 'Paranoid', 'Dry Eyes', 'Anxious']","['Depression', 'Pain', 'Stress', 'Fatigue', 'Headaches']",4.5,"Kilimanjaro is a pure sativa landrace from the mountain slopes of Tanzania, where it was originally cultivated for use in hunting and religious practice by the native population. Tribes commonly referred to this strain as the “elephant stomper” and utilized it for its energetic, hyper effects. Its aroma carries notes of lemony citrus and fruit, and Kilimanjaro’s tall growth makes it ideal for outdoor or greenhouse gardens."
1162,Kill Bill,"['Pine', 'Diesel', 'Earthy', 'Sage']",hybrid,"['Relaxed', 'Euphoric', 'Happy', 'Uplifted', 'Sleepy', 'Hungry', 'Tingly']",[],"['Depression', 'Stress', 'Lack of Appetite', 'Headaches', 'Eye Pressure']",4.4,"Kill Bill, a cleverly named cross between Killer Queen and Willy's Wonder, is a hybrid strain that seeks out and assassinates stress, pain, and appetite loss like a vengeful Uma Therman. This skunky, piney hybrid from Reservoir Seeds delivers a flood of cerebral energy coupled with an overpowering calm that envelops the body from head to toe. Growers can raise Kill Bill plants outdoors or indoors in either soil or hydro gardens, so long as these buds are given at least 7 or 8 weeks to fully mature."
1163,Killer Grape,"['Sweet', 'Tropical', 'Grape']",hybrid,"['Relaxed', 'Euphoric', 'Happy', 'Uplifted', 'Sleepy', 'Tingly']",['Dry Mouth'],"['Pain', 'Stress', 'Cramps', 'Lack of Appetite', 'Fatigue']",4.6,"A cross between Killer Queen and Querkle, Killer Grape is a heavy-handed 50/50 hybrid strain that deals a stupefying blast of cerebral euphoria and deeply relaxing effects. Lavender and purple hues tinge leaves and buds underneath a dusty coat of snow-white resin. This strain from NorStar Genetics gets its name from the sour grape aroma its buds carry, which is accented by spicy, hashy undertones."
1164,Killer Queen,"['Citrus', 'Lemon', 'Orange', 'Sweet', 'Tropical']",hybrid,"['Happy', 'Creative', 'Energetic', 'Talkative', 'Uplifted']","['Dizzy', 'Dry Mouth', 'Paranoid', 'Dry Eyes']","['Depression', 'Pain', 'Stress', 'Nausea', 'Headache', 'Fatigue']",4.3,"A British Columbia native, Killer Queen is the outcome of an imaginative cross between G13 and Cinderella 99. Uplifting and thought-provoking, this hybrid is great for the workaholic who would like some daytime relief. The effects of this strain are felt most heavily in the face, eyes, and forehead, evidencing the sativa aspects of this hybrid. Upon first taste, Killer Queen takes up the fruity characteristics of Cinderella 99. The tropical flavor, however, is quickly followed by an earthy, herbal tone. If you are searching for an energizing strain that allows you to focus, Killer Queen may be just the perfect match."
